id,price
0,9.75923228461222
1,7.35444079001556
2,8.513908608052624
3,8.35236990236145
4,7.508936671164789
5,6.146368924045038
6,8.980095695535573
7,7.830645085407666
8,8.466041904799537
9,7.504053945740496
10,8.270294579151974
11,6.126906336728236
12,7.631324193074049
13,8.790374069023255
14,8.66705807026619
15,8.088086028815344
16,9.19513785166042
17,8.292347594462619
18,7.582502907400978
19,6.142509316231639
20,6.823092539811145
21,9.48962841516261
22,6.073703590742348
23,8.314065050279837
24,6.619660272518846
25,8.920783265655203
26,8.50560028946338
27,6.688383432870096
28,9.123153007071918
29,8.549905105438569
30,7.006438536736647
31,7.0096139815278775
32,7.489717927978587
33,8.142979300080556
34,6.532175067481711
35,7.639555870237874
36,6.586482392961638
37,6.884913089572083
38,7.059217212997876
39,7.567060658428652
40,7.7814780045732865
41,6.637422885331322
42,6.537029716180492
43,7.640408325141814
44,6.552598568125409
45,7.692942219295003
46,9.131637597537761
47,8.295952314054263
48,7.717122820339838
49,8.360361837683195
50,7.792525941812779
51,7.484105626120114
52,8.514386823212845
53,7.685528849037573
54,8.849168251904706
55,7.057783969551897
56,9.489692781690882
57,9.530634109086247
58,9.804677610380288
59,8.822874231832301
60,6.505732633190458
61,8.043913602055392
62,6.2046535054570935
63,6.0787316949575905
64,6.6959764230221115
65,6.276559880657095
66,8.66626772518313
67,6.305109040582011
68,8.155413879854102
69,6.68774355893735
70,6.736085427737812
71,6.678365119193441
72,7.690569358079764
73,6.505230168157653
74,7.458846463519307
75,6.482096008035186
76,7.984829298819139
77,7.643369227208864
78,6.9894551083094605
79,6.709285953635268
80,8.237249808475704
81,7.142221541206777
82,6.494927288362188
83,8.712131238219778
84,6.710690793041684
85,6.576990569380743
86,6.7031867154344535
87,8.723502866165092
88,8.54211379356087
89,9.0355999177144
90,8.73350050801023
91,6.416927793072606
92,8.93465583199454
93,8.158548199569907
94,9.652774467850413
95,8.33041815973093
96,6.740209434462456
97,6.567980262330195
98,6.686576989285823
99,7.861093153450811
100,9.13405661709329
101,6.840264491613773
102,6.720393479777922
103,7.820863636808441
104,7.953028758143848
105,9.254448998818974
106,6.53341912831518
107,8.478851160290827
108,8.430389252596333
109,6.302753543010374
110,9.54140094033137
111,8.791879296586501
112,7.601736727463484
113,8.32271835233168
114,8.41834783304915
115,6.8556450847306545
116,9.615633657966328
117,8.334103254747639
118,8.59781064211859
119,8.196836037768787
120,8.029735746557192
121,6.608165614713931
122,6.742063584091759
123,7.756109900695086
124,8.093842332884387
125,8.652228785413481
126,7.256750384767968
127,8.054099891943741
128,9.349952855734571
129,6.356496460198989
130,8.389493454628473
131,6.1654750886896705
132,6.841445299295479
133,6.784008498760049
134,6.344988644638514
135,6.229215558737639
136,8.531279170734487
137,6.685935134201266
138,8.800405957527758
139,8.740459521215302
140,8.103132976687887
141,8.505710026683218
142,6.592858172033113
143,9.229285431369624
144,8.971077508159702
145,6.263142740224701
146,9.047166739343862
147,9.7656909883916
148,9.648970021236961
149,7.955437192477961
150,7.25298906317615
151,6.208334451575615
152,9.178328064034842
153,6.834911536913327
154,9.659336307018048
155,7.174693698396452
156,6.8770317079262915
157,6.356717283764475
158,6.543603933624446
159,8.348115413939485
160,6.465514692774052
161,7.74810979646881
162,8.553333908842093
163,8.04310220979129
164,7.6754781366524005
165,6.0240648480463825
166,8.547239836965087
167,7.117733250685023
168,6.796123800894726
169,6.772234141840027
170,9.654151828315355
171,8.43868942357997
172,6.096647927349458
173,8.247595221840783
174,7.189686841435816
175,6.650647042067516
176,7.8676632011915775
177,7.6611535113706655
178,6.21868604594029
179,8.718949361322016
180,7.479195090025411
181,7.4745721184844305
182,7.424394592800761
183,6.81375203930907
184,8.309389794616324
185,7.982016983544469
186,6.920968640249782
187,8.196750701229218
188,9.784585369209102
189,7.4246097200299435
190,6.695018407920643
191,7.0836790918438775
192,9.342953632869383
193,9.664470834658973
194,8.015273548124165
195,6.868508389472741
196,6.880940270527882
197,8.166209165364805
198,9.573324207921452
199,7.815804582023978
200,7.404933131986181
201,6.798837295206655
202,9.536292807555085
203,8.272793038040264
204,6.117066443850217
205,6.693857029011429
206,6.520979220446491
207,7.662666718984618
208,8.643674010799792
209,7.608974202381986
210,6.868405830518231
211,7.0888416019759735
212,7.752465093384619
213,8.564726375018004
214,8.0371931286123
215,8.30126783737198
216,7.879237768797875
217,8.026518507260777
218,6.092985343813939
219,8.14607959261592
220,6.439819676556609
221,6.203257568878456
222,6.074507293053743
223,8.820872816621195
224,6.793970972783731
225,8.568799383845656
226,6.036516888695228
227,8.446574825432739
228,8.453475969191112
229,7.186276692203632
230,8.534233055840255
231,8.50301649349846
232,6.53699388908777
233,6.826135247652814
234,7.50426947967919
235,8.990489461446368
236,7.7972913969539945
237,8.430155186122796
238,7.18579461423766
239,6.518932560621856
